0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	2
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	2
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	2
34	0
35	0
36	0
37	0
38	0
39	0
40	1
41	1
42	1
43	1
44	5
45	5
46	1
47	1
48	1
49	5
50	5
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	9
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	7
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	7
89	6
90	1
91	1
92	1
93	1
94	7
95	1
96	1
97	1
98	2
99	3
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	3
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	2
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	8
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	4
171	3
172	3
173	4
174	4
175	3
176	4
177	4
178	4
179	4
180	4
181	3
182	3
183	4
184	9
185	4
186	4
187	3
188	3
189	4
190	4
191	4
192	8
193	3
194	4
195	4
196	4
197	4
198	4
199	8
200	4
201	4
202	4
203	4
204	4
205	4
206	8
207	4
208	4
209	4
210	4
211	3
212	3
213	4
214	4
215	4
216	4
217	3
218	9
219	3
220	3
221	3
222	4
223	4
224	5
225	5
226	5
227	5
228	5
229	5
230	5
231	5
232	5
233	5
234	5
235	5
236	5
237	5
238	5
239	5
240	5
241	5
242	5
243	5
244	5
245	5
246	5
247	5
248	5
249	5
250	5
251	5
252	5
253	5
254	6
255	6
256	8
257	4
258	6
259	6
260	6
261	6
262	6
263	6
264	7
265	6
266	6
267	7
268	8
269	8
270	4
271	6
272	7
273	7
274	6
275	6
276	6
277	6
278	6
279	6
280	6
281	6
282	6
283	6
284	6
285	6
286	6
287	6
288	6
289	6
290	5
291	6
292	6
293	6
294	4
295	6
296	4
297	6
298	6
299	7
300	7
301	7
302	7
303	7
304	7
305	7
306	7
307	7
308	7
309	7
310	7
311	7
312	7
313	8
314	7
315	6
316	7
317	7
318	1
319	7
320	7
321	3
322	7
323	8
324	7
325	3
326	7
327	7
328	7
329	7
330	7
331	7
332	7
333	7
334	7
335	7
336	7
337	8
338	8
339	8
340	8
341	8
342	8
343	8
344	8
345	8
346	8
347	8
348	8
349	8
350	8
351	8
352	8
353	8
354	8
355	8
356	8
357	8
358	8
359	8
360	8
361	8
362	8
363	8
364	8
365	9
366	8
367	8
368	9
369	8
370	8
371	8
372	8
373	8
374	8
375	8
376	9
377	9
378	8
379	8
380	8
381	8
382	9
383	9
384	8
385	9
386	8
387	9
388	9
389	8
390	8
391	8
392	9
393	9
394	9
395	9
396	9
397	9
398	9
399	9
400	9
401	9
402	9
403	9
404	9
405	9
406	9
407	9
408	9
409	9
410	9
411	9
412	9
413	9
414	9
415	9
416	9
417	9
418	9
419	9
420	9
421	9
422	9
423	4
424	4
425	9
426	9
427	9
428	9
429	9
430	9
431	9
432	9
433	9
434	9
435	9
436	9
437	9
438	9
439	9
440	9
441	9
442	4
443	9
444	9
445	9
446	9
447	8
448	9
449	5
