0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	4
12	0
13	0
14	0
15	0
16	0
17	3
18	0
19	0
20	0
21	0
22	0
23	0
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	2
56	2
57	2
58	2
59	3
60	2
61	2
62	2
63	2
64	3
65	2
66	2
67	4
68	2
69	2
70	2
71	2
72	2
73	3
74	3
75	2
76	2
77	2
78	2
79	3
80	2
81	2
82	2
83	3
84	3
85	0
86	3
87	3
88	3
89	3
90	3
91	3
92	2
93	0
94	3
95	3
96	3
97	3
98	3
99	3
100	3
101	2
102	3
103	2
104	3
105	3
106	3
107	3
108	3
109	3
110	3
111	3
112	3
113	3
114	3
115	3
116	3
117	3
118	3
119	3
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	4
130	4
131	4
132	4
133	4
134	5
135	4
136	4
137	9
138	4
139	9
140	8
141	4
142	4
143	4
144	4
145	4
146	4
147	4
148	4
149	4
150	4
151	4
152	4
153	8
154	4
155	4
156	4
157	4
158	4
159	4
160	4
161	4
162	4
163	8
164	4
165	4
166	4
167	8
168	4
169	4
170	4
171	4
172	4
173	4
174	8
175	9
176	5
177	5
178	5
179	5
180	5
181	5
182	5
183	5
184	5
185	5
186	1
187	5
188	5
189	5
190	5
191	5
192	5
193	5
194	5
195	5
196	5
197	5
198	5
199	5
200	5
201	5
202	8
203	6
204	6
205	6
206	6
207	7
208	6
209	7
210	5
211	6
212	6
213	6
214	9
215	9
216	6
217	6
218	1
219	6
220	6
221	9
222	6
223	6
224	6
225	6
226	6
227	6
228	6
229	6
230	6
231	6
232	6
233	6
234	9
235	7
236	7
237	7
238	7
239	7
240	7
241	7
242	7
243	7
244	7
245	7
246	7
247	7
248	7
249	7
250	7
251	7
252	7
253	7
254	7
255	7
256	7
257	7
258	7
259	7
260	7
261	7
262	7
263	7
264	7
265	7
266	7
267	8
268	8
269	8
270	8
271	8
272	8
273	8
274	8
275	8
276	8
277	8
278	8
279	8
280	8
281	8
282	8
283	9
284	9
285	9
286	8
287	8
288	8
289	8
290	8
291	8
292	9
293	8
294	8
295	9
296	9
297	9
298	9
299	9
300	1
301	9
302	9
303	9
304	9
305	9
306	9
307	9
308	9
309	9
310	9
311	9
312	9
313	9
314	9
315	9
316	9
317	9
318	9
319	9
